city,AQI,PM2.5/1h,PM10/1h,CO/1h,NO2/1h,O3/1h,O3/8h,SO2/1h
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
阿坝州,32,12,31,0.5,9,48,46,6
